data,cv,cc,vt,ID,Ultima2Anos,Aposentado
2013-08-01,Boa Esporte,Cuiabá,custo zero,109745,NAO,NAO
2013-05-01,São Bernardo-SP,Boa Esporte,Fim do empréstimo,109745,NAO,NAO
2013-01-01,Boa Esporte,São Bernardo-SP,Empréstimo,109745,NAO,NAO
2012-02-01,Sem clube,Boa Esporte,-,109745,NAO,NAO
2011-08-01,Cruzeiro,Sem clube,-,109745,NAO,NAO
2011-05-01,Villa Nova-MG,Cruzeiro,Fim do empréstimo,109745,NAO,NAO
2011-01-01,Cruzeiro,Villa Nova-MG,Empréstimo,109745,NAO,NAO
2010-11-01,Boa Esporte,Cruzeiro,Fim do empréstimo,109745,NAO,NAO
2010-07-01,Cruzeiro,Boa Esporte,Empréstimo,109745,NAO,NAO
2010-05-01,AA Caldense,Cruzeiro,Fim do empréstimo,109745,NAO,NAO
2010-01-01,Cruzeiro,AA Caldense,Empréstimo,109745,NAO,NAO
2009-11-01,Ipatinga FC,Cruzeiro,Fim do empréstimo,109745,NAO,NAO
2009-06-01,Cruzeiro,Ipatinga FC,Empréstimo,109745,NAO,NAO
2009-05-01,Boa Esporte,Cruzeiro,custo zero,109745,NAO,NAO
2022-08-17,Avenida,Luverdense,custo zero,681509,NAO,NAO
2022-04-01,Guarany Bagé,Avenida,custo zero,681509,NAO,NAO
2022-01-25,Gama,Guarany Bagé,custo zero,681509,NAO,NAO
2021-06-01,Novo Hamburgo,Gama,custo zero,681509,NAO,NAO
2021-01-19,Cianorte-PR,Novo Hamburgo,custo zero,681509,NAO,NAO
2020-12-31,Manaus,Cianorte-PR,Fim do empréstimo,681509,NAO,NAO
2020-06-15,Cianorte-PR,Manaus,Empréstimo,681509,NAO,NAO
2020-04-30,São Luiz-RS,Cianorte-PR,Fim do empréstimo,681509,NAO,NAO
2019-12-09,Cianorte-PR,São Luiz-RS,Empréstimo,681509,NAO,NAO
2019-11-30,São José,Cianorte-PR,Fim do empréstimo,681509,NAO,NAO
2019-04-30,Cianorte-PR,São José,Empréstimo,681509,NAO,NAO
2021-02-10,São Caetano,Batatais-SP,custo zero,54174,NAO,NAO
2020-03-11,Sem clube,São Caetano,-,54174,NAO,NAO
2013-06-01,CA Juventus,Sem clube,-,54174,NAO,NAO
2011-01-01,Santo André,CA Juventus,custo zero,54174,NAO,NAO
2010-05-01,Guaratinguetá,Santo André,custo zero,54174,NAO,NAO
2010-01-01,Sem clube,Guaratinguetá,-,54174,NAO,NAO
2009-10-01,Caxias,Sem clube,-,54174,NAO,NAO
2009-05-01,Taquaritinga-SP,Caxias,custo zero,54174,NAO,NAO
2009-03-01,São Bernardo-SP,Taquaritinga-SP,custo zero,54174,NAO,NAO
2008-12-01,Corinthians,São Bernardo-SP,Fim do empréstimo,54174,NAO,NAO
2008-01-01,São Bernardo-SP,Corinthians,Valor de empréstimo:50 mil €,54174,NAO,NAO
2007-12-01,Cruzeiro,São Bernardo-SP,Fim do empréstimo,54174,NAO,NAO
2007-02-01,São Bernardo-SP,Cruzeiro,Valor de empréstimo:200 mil €,54174,NAO,NAO
2006-01-01,Botafogo-PB,São Bernardo-SP,custo zero,54174,NAO,NAO
2020-11-27,Brasília-DF,Operário-MS,custo zero,143439,NAO,NAO
2020-10-23,Sem clube,Brasília-DF,-,143439,NAO,NAO
2018-06-01,Pattaya Utd.,Sem clube,-,143439,NAO,NAO
2017-12-25,Paraná,Pattaya Utd.,custo zero,143439,NAO,NAO
2017-03-22,GO Audax,Paraná,custo zero,143439,NAO,NAO
2017-01-01,Yokohama F. M.,GO Audax,custo zero,143439,NAO,NAO
2014-07-01,Ulsan Hyundai,Yokohama F. M.,?,143439,NAO,NAO
2014-01-01,Nacional (SP),Ulsan Hyundai,?,143439,NAO,NAO
2013-12-31,Ulsan Hyundai,Nacional (SP),Fim do empréstimo,143439,NAO,NAO
2012-07-01,Nacional (SP),Ulsan Hyundai,Empréstimo,143439,NAO,NAO
2012-06-30,Gamba Osaka,Nacional (SP),Fim do empréstimo,143439,NAO,NAO
2011-07-01,Nacional (SP),Gamba Osaka,Empréstimo,143439,NAO,NAO
2011-06-30,Thespa Kusatsu,Nacional (SP),Fim do empréstimo,143439,NAO,NAO
2010-02-01,Nacional (SP),Thespa Kusatsu,Empréstimo,143439,NAO,NAO
2009-12-31,Votoraty-SP,Nacional (SP),Fim do empréstimo,143439,NAO,NAO
2009-02-01,Nacional (SP),Votoraty-SP,Empréstimo,143439,NAO,NAO
2008-12-31,CA Juventus,Nacional (SP),Fim do empréstimo,143439,NAO,NAO
2008-07-01,Nacional (SP),CA Juventus,Empréstimo,143439,NAO,NAO
2008-06-30,Paulista FC,Nacional (SP),Fim do empréstimo,143439,NAO,NAO
2008-02-01,Nacional (SP),Paulista FC,Empréstimo,143439,NAO,NAO
2007-12-31,Avispa Fukuoka,Nacional (SP),Fim do empréstimo,143439,NAO,NAO
2007-02-01,Nacional (SP),Avispa Fukuoka,Empréstimo,143439,NAO,NAO
2018-07-31,Santa Rita,Santa Helena,?,393231,SIM,NAO
2015-11-30,ABC,Santa Rita,Fim do empréstimo,393231,SIM,NAO
2015-08-26,Santa Rita,ABC,Empréstimo,393231,SIM,NAO
2014-11-01,Coruripe,Santa Rita,Fim do empréstimo,393231,SIM,NAO
2014-09-01,Santa Rita,Coruripe,Empréstimo,393231,SIM,NAO
2022-08-02,Varzim,Al-Khalidiya SC,custo zero,334632,NAO,NAO
2021-07-01,Braga B,Varzim,custo zero,334632,NAO,NAO
2020-12-31,Londrina,Braga B,Fim do empréstimo,334632,NAO,NAO
2020-02-18,Braga B,Londrina,Empréstimo,334632,NAO,NAO
2020-01-24,Al-Fayha,Braga B,Fim do empréstimo,334632,NAO,NAO
2019-07-06,Braga B,Al-Fayha,Empréstimo,334632,NAO,NAO
2018-10-01,SC Braga,Braga B,-,334632,NAO,NAO
2018-06-30,Paços Ferreira,SC Braga,Fim do empréstimo,334632,NAO,NAO
2018-01-19,SC Braga,Paços Ferreira,Valor de empréstimo:96 mil €,334632,NAO,NAO
2017-01-26,Chaves,SC Braga,"1,42 mi. €",334632,NAO,NAO
2015-07-01,Beira-Mar,Chaves,custo zero,334632,NAO,NAO
2014-07-01,Santa Rita,Beira-Mar,custo zero,334632,NAO,NAO
2014-01-01,Olaria AC,Santa Rita,?,334632,NAO,NAO
2013-01-01,Tigres,Olaria AC,?,334632,NAO,NAO
2012-01-01,Figueirense,Tigres,?,334632,NAO,NAO
2011-01-01,Duque de Caxias,Figueirense,?,334632,NAO,NAO
2010-01-01,Desconhecido,Duque de Caxias,?,334632,NAO,NAO
2009-05-01,EC Bahia B,Desconhecido,?,334632,NAO,NAO
2009-01-01,Ipatinga-MG,EC Bahia B,?,334632,NAO,NAO
2008-01-01,Cruzeiro U17,Ipatinga-MG,?,334632,NAO,NAO
2021-09-06,União Luziense,Uberlândia EC,?,342432,NAO,NAO
2021-06-29,Sem clube,União Luziense,-,342432,NAO,NAO
2020-11-04,Democrata,Sem clube,-,342432,NAO,NAO
2020-01-29,Santo André,Democrata,custo zero,342432,NAO,NAO
2019-07-11,Sem clube,Santo André,-,342432,NAO,NAO
2015-01-01,BK Olympic,Sem clube,-,342432,NAO,NAO
2014-08-04,Democrata,BK Olympic,custo zero,342432,NAO,NAO
2014-01-01,Araxá,Desconhecido,?,175245,SIM,NAO
2013-03-01,Brasiliense FC,Araxá,?,175245,SIM,NAO
2012-08-01,Uberlândia EC,Brasiliense FC,custo zero,175245,SIM,NAO
2012-01-01,Guarani,Uberlândia EC,custo zero,175245,SIM,NAO
2011-01-01,Uberaba,Guarani,custo zero,175245,SIM,NAO
2022-12-31,Coritiba,Cruzeiro,Fim do empréstimo,625617,NAO,NAO
2022-08-05,Cruzeiro,Coritiba,Empréstimo,625617,NAO,NAO
2021-11-30,Ponte Preta,Cruzeiro,Fim do empréstimo,625617,NAO,NAO
2021-05-31,Cruzeiro,Ponte Preta,Empréstimo,625617,NAO,NAO
2021-05-27,Internacional,Cruzeiro,Fim do empréstimo,625617,NAO,NAO
2021-02-22,Cruzeiro,Internacional,Empréstimo,625617,NAO,NAO
2021-01-31,Chapecoense,Cruzeiro,Fim do empréstimo,625617,NAO,NAO
2020-07-03,Cruzeiro,Chapecoense,Empréstimo,625617,NAO,NAO
2019-01-18,Mirassol,Cruzeiro U20,?,625617,NAO,NAO
2019-01-17,Cruzeiro U20,Mirassol,Fim do empréstimo,625617,NAO,NAO
2018-06-01,Mirassol,Cruzeiro U20,Empréstimo,625617,NAO,NAO
2023-01-31,FC São Paulo B,Ferroviária-SP,Fim do empréstimo,738409,NAO,NAO
2022-08-15,Ferroviária-SP,FC São Paulo B,Empréstimo,738409,NAO,NAO
2021-12-31,Bragantino,Ferroviária-SP,Fim do empréstimo,738409,NAO,NAO
2021-03-12,Ferroviária-SP,Bragantino,Empréstimo,738409,NAO,NAO
2021-02-26,Sport,Ferroviária-SP,?,738409,NAO,NAO
2021-02-22,Cruzeiro,Sport,Fim do empréstimo,738409,NAO,NAO
2020-09-01,Sport,Cruzeiro,Empréstimo,738409,NAO,NAO
2020-01-01,Recife U20,Sport,-,738409,NAO,NAO
2016-01-26,Desconhecido,Operário-MT,custo zero,143793,SIM,NAO
2015-01-01,Dom Bosco,Desconhecido,custo zero,143793,SIM,NAO
2014-05-01,Anápolis-GO,Dom Bosco,custo zero,143793,SIM,NAO
2014-01-01,Sertãozinho,Anápolis-GO,custo zero,143793,SIM,NAO
2013-01-01,Anápolis,Sertãozinho,custo zero,143793,SIM,NAO
2012-01-01,Santos B,Anápolis,custo zero,143793,SIM,NAO
2011-01-01,Goiás EC,Santos B,custo zero,143793,SIM,NAO
2010-12-01,Penapolense-SP,Goiás EC,Fim do empréstimo,143793,SIM,NAO
2010-07-01,Goiás EC,Penapolense-SP,Empréstimo,143793,SIM,NAO
2010-01-01,Goiás B,Goiás EC,-,143793,SIM,NAO
2009-05-01,Sem clube,Goiás B,-,143793,SIM,NAO
2009-03-01,Cruzeiro U20,Sem clube,-,143793,SIM,NAO
2020-03-04,Cruzeiro,Atlético-MG,custo zero,68097,SIM,NAO
2008-01-07,Cruzeiro U20,Cruzeiro,-,68097,SIM,NAO
2022-01-21,Independente-PA,Marabá-PA,custo zero,862601,NAO,NAO
2013-12-01,Marcílio Dias,Fim de carreira,-,71890,SIM,SIM
2011-05-01,Luverdense,Marcílio Dias,custo zero,71890,SIM,SIM
2010-05-01,Colorado,Luverdense,custo zero,71890,SIM,SIM
2010-02-01,Morrinhos-GO,Colorado,custo zero,71890,SIM,SIM
2010-01-01,GE Juventus-SC,Morrinhos-GO,custo zero,71890,SIM,SIM
2009-07-01,Nacional (SP),GE Juventus-SC,custo zero,71890,SIM,SIM
2009-01-01,Londrina,Nacional (SP),custo zero,71890,SIM,SIM
2008-08-01,Rostov,Londrina,Fim do empréstimo,71890,SIM,SIM
2008-03-01,Londrina,Rostov,Empréstimo,71890,SIM,SIM
2008-01-01,Mirassol,Londrina,custo zero,71890,SIM,SIM
2007-07-01,São José,Mirassol,custo zero,71890,SIM,SIM
2007-01-01,Corinthians,São José,custo zero,71890,SIM,SIM
2006-12-01,2 de Mayo,Corinthians,Fim do empréstimo,71890,SIM,SIM
2006-07-01,Corinthians,2 de Mayo,Empréstimo,71890,SIM,SIM
2006-01-01,Paraná,Corinthians,custo zero,71890,SIM,SIM
2005-07-01,São Caetano B,Paraná,custo zero,71890,SIM,SIM
2005-01-01,Cruzeiro U20,São Caetano B,custo zero,71890,SIM,SIM
2004-07-01,Mirassol,Cruzeiro U20,custo zero,71890,SIM,SIM
2017-09-28,Sem clube,Fim de carreira,-,20388,SIM,SIM
2016-04-28,Guarani,Sem clube,-,20388,SIM,SIM
2015-11-24,Mirassol,Guarani,custo zero,20388,SIM,SIM
2015-01-14,Cuiabá,Mirassol,custo zero,20388,SIM,SIM
2014-05-01,Volta Redonda,Cuiabá,custo zero,20388,SIM,SIM
2013-01-01,Cuiabá,Volta Redonda,custo zero,20388,SIM,SIM
2011-05-01,Anapolina,Cuiabá,custo zero,20388,SIM,SIM
2011-01-01,Brasiliense FC,Anapolina,custo zero,20388,SIM,SIM
2010-08-01,Sem clube,Brasiliense FC,-,20388,SIM,SIM
2010-05-01,Anapolina,Sem clube,-,20388,SIM,SIM
2010-01-01,Cruzeiro,Anapolina,custo zero,20388,SIM,SIM
2009-09-01,Juventude,Cruzeiro,Fim do empréstimo,20388,SIM,SIM
2009-01-01,Cruzeiro,Juventude,Empréstimo,20388,SIM,SIM
2008-12-01,Cabofriense,Cruzeiro,Fim do empréstimo,20388,SIM,SIM
2007-12-01,Cruzeiro,Cabofriense,Empréstimo,20388,SIM,SIM
2006-12-01,Cabofriense,Cruzeiro,Fim do empréstimo,20388,SIM,SIM
2006-01-01,Cruzeiro,Cabofriense,Empréstimo,20388,SIM,SIM
2004-01-01,Rio Branco-SP,Cruzeiro,custo zero,20388,SIM,SIM
2019-05-01,Atlético-AC,Perak,custo zero,553506,SIM,NAO
2017-12-31,Cruzeiro U20,Atlético-AC,Fim do empréstimo,553506,SIM,NAO
2017-08-18,Atlético-AC,Cruzeiro U20,Empréstimo,553506,SIM,NAO
2020-01-01,Atvidaberg,Sem clube,-,653350,SIM,NAO
2019-02-18,Sem clube,Atvidaberg,-,653350,SIM,NAO
2022-09-28,Sem clube,Fim de carreira,-,54170,NAO,SIM
2020-11-27,Palmeiras,Sem clube,-,54170,NAO,SIM
2019-07-01,JS Suning,Palmeiras,custo zero,54170,NAO,SIM
2019-01-01,JS Suning Res.,JS Suning,-,54170,NAO,SIM
2018-07-13,JS Suning,JS Suning Res.,-,54170,NAO,SIM
2016-01-27,Chelsea,JS Suning,"28,00 mi. €",54170,NAO,SIM
2010-08-13,SL Benfica,Chelsea,"22,00 mi. €",54170,NAO,SIM
2009-07-01,Cruzeiro,SL Benfica,"7,50 mi. €",54170,NAO,SIM
2008-01-01,Joinville,Cruzeiro,200 mil €,54170,NAO,SIM
2007-12-31,Cruzeiro,Joinville,Fim do empréstimo,54170,NAO,SIM
2007-04-18,Joinville,Cruzeiro,Empréstimo,54170,NAO,SIM
2006-01-01,Joinville EC B,Joinville,-,54170,NAO,SIM
2022-11-30,Vasco da Gama,Santos FC,Fim do empréstimo,349583,NAO,NAO
2022-01-19,Santos FC,Vasco da Gama,Empréstimo,349583,NAO,NAO
2019-12-16,São Paulo,Santos FC,custo zero,349583,NAO,NAO
2019-07-05,Cruzeiro,São Paulo,"3,00 mi. €",349583,NAO,NAO
2017-01-25,Santa Cruz,Cruzeiro,588 mil €,349583,NAO,NAO
2016-12-31,Cruzeiro,Santa Cruz,Fim do empréstimo,349583,NAO,NAO
2016-06-16,Santa Cruz,Cruzeiro,Empréstimo,349583,NAO,NAO
2022-01-01,Villa Nova-MG,Amparo (SP),custo zero,689545,NAO,NAO
2020-10-16,Desconhecido,Villa Nova-MG,custo zero,689545,NAO,NAO
2022-04-06,Maringá FC,Operário-PR,Empréstimo,796604,NAO,NAO
2021-12-13,Desconhecido,Maringá FC,custo zero,796604,NAO,NAO
2019-01-01,Cruzeiro U20,Inter B,custo zero,796604,NAO,NAO
2022-09-09,Oeste FC-SP,Inhumas-GO,custo zero,88649,NAO,NAO
2022-08-18,Floresta,Oeste FC-SP,custo zero,88649,NAO,NAO
2022-04-20,Oeste FC-SP,Floresta,custo zero,88649,NAO,NAO
2022-01-07,Inhumas-GO,Oeste FC-SP,custo zero,88649,NAO,NAO
2021-10-18,Portuguesa,Inhumas-GO,custo zero,88649,NAO,NAO
2020-10-23,Boa Esporte,Portuguesa,custo zero,88649,NAO,NAO
2020-07-20,Sem clube,Boa Esporte,-,88649,NAO,NAO
2020-04-07,Aparecidense-GO,Sem clube,-,88649,NAO,NAO
2020-01-14,EC Água Santa,Aparecidense-GO,custo zero,88649,NAO,NAO
2019-08-30,Ferroviária-SP,EC Água Santa,custo zero,88649,NAO,NAO
2019-08-29,Boa Esporte,Ferroviária-SP,Fim do empréstimo,88649,NAO,NAO
2019-07-25,Ferroviária-SP,Boa Esporte,Empréstimo,88649,NAO,NAO
2019-04-18,São Bernardo-SP,Ferroviária-SP,custo zero,88649,NAO,NAO
2019-01-08,Nacional (SP),São Bernardo-SP,?,88649,NAO,NAO
2018-12-17,Oeste FC-SP,Nacional (SP),?,88649,NAO,NAO
2017-05-01,Botafogo-PB,Oeste FC-SP,?,88649,NAO,NAO
2016-08-11,Paysandu SC,Botafogo-PB,custo zero,88649,NAO,NAO
2016-01-04,Atlético-GO,Paysandu SC,custo zero,88649,NAO,NAO
2015-09-14,Cuiabá,Atlético-GO,custo zero,88649,NAO,NAO
2015-01-07,Anapolina,Cuiabá,custo zero,88649,NAO,NAO
2014-07-01,Goiás EC,Anapolina,?,88649,NAO,NAO
2014-01-01,Aparecidense-GO,Goiás EC,?,88649,NAO,NAO
2013-01-01,Anapolina,Aparecidense-GO,?,88649,NAO,NAO
2012-07-01,Aparecidense-GO,Anapolina,custo zero,88649,NAO,NAO
2012-01-01,Goiânia EC,Aparecidense-GO,custo zero,88649,NAO,NAO
2011-05-01,Novo Hamburgo,Goiânia EC,custo zero,88649,NAO,NAO
2011-01-01,Atlético-GO,Novo Hamburgo,custo zero,88649,NAO,NAO
2010-09-01,Inhumas-GO,Atlético-GO,custo zero,88649,NAO,NAO
2010-07-01,Sem clube,Inhumas-GO,-,88649,NAO,NAO
2010-05-01,Cruzeiro,Sem clube,-,88649,NAO,NAO
2010-05-01,Bahia,Cruzeiro,Fim do empréstimo,88649,NAO,NAO
2010-01-01,Cruzeiro,Bahia,Empréstimo,88649,NAO,NAO
2009-12-01,Uberlândia EC,Cruzeiro,Fim do empréstimo,88649,NAO,NAO
2009-06-01,Cruzeiro,Uberlândia EC,Empréstimo,88649,NAO,NAO
2009-04-01,São Paulo,Cruzeiro,custo zero,88649,NAO,NAO
2009-03-01,Goiás EC,São Paulo,Fim do empréstimo,88649,NAO,NAO
2008-10-01,São Paulo,Goiás EC,Empréstimo,88649,NAO,NAO
2008-09-01,Atlético-BA,São Paulo,Fim do empréstimo,88649,NAO,NAO
2008-07-01,São Paulo,Atlético-BA,Empréstimo,88649,NAO,NAO
2008-01-01,FC São Paulo B,São Paulo,-,88649,NAO,NAO
2021-07-24,FC Sion,Radomiak,?,290271,NAO,NAO
2021-06-30,Radomiak,FC Sion,Fim do empréstimo,290271,NAO,NAO
2021-02-01,FC Sion,Radomiak,Empréstimo,290271,NAO,NAO
2018-07-01,Boavista,FC Sion,"1,00 mi. €",290271,NAO,NAO
2017-07-01,Swindon Town,Boavista,custo zero,290271,NAO,NAO
2014-08-03,Whitehawk,Swindon Town,custo zero,290271,NAO,NAO
2012-07-01,Brighton,Whitehawk,custo zero,290271,NAO,NAO
2011-07-01,Porto Alegre,Brighton,custo zero,290271,NAO,NAO
2021-08-05,Vallad. Juv. A,Júpiter Leonés,custo zero,853284,NAO,NAO
2019-07-01,Valladolid Juv.,Vallad. Juv. A,-,853284,NAO,NAO
2021-09-09,Murici,Desconhecido,custo zero,74766,NAO,NAO
2021-01-28,Sem clube,Murici,-,74766,NAO,NAO
2020-09-23,Campinense,Sem clube,-,74766,NAO,NAO
2020-07-14,ASA,Campinense,custo zero,74766,NAO,NAO
2019-12-16,Desconhecido,ASA,?,74766,NAO,NAO
2019-09-01,Altos-PI,Desconhecido,?,74766,NAO,NAO
2019-04-15,Fluminense-BA,Altos-PI,?,74766,NAO,NAO
2018-09-06,Sem clube,Fluminense-BA,-,74766,NAO,NAO
2018-05-21,Treze,Sem clube,-,74766,NAO,NAO
2017-11-17,Sem clube,Treze,-,74766,NAO,NAO
2017-07-31,Campinense,Sem clube,-,74766,NAO,NAO
2016-06-03,Sem clube,ASA,-,74766,NAO,NAO
2016-04-13,Votuporanguense,Sem clube,-,74766,NAO,NAO
2016-01-08,Central,Votuporanguense,custo zero,74766,NAO,NAO
2015-07-01,CSA,Central,custo zero,74766,NAO,NAO
2014-09-30,Santa Rita,CSA,custo zero,74766,NAO,NAO
2014-01-01,CRB,Santa Rita,custo zero,74766,NAO,NAO
2013-07-01,Sem clube,CRB,-,74766,NAO,NAO
2012-08-01,Cruzeiro,Sem clube,-,74766,NAO,NAO
2012-05-31,Nacional-MG,Cruzeiro,Fim do empréstimo,74766,NAO,NAO
2012-01-01,Cruzeiro,Nacional-MG,Empréstimo,74766,NAO,NAO
2011-12-31,ASA,Cruzeiro,Fim do empréstimo,74766,NAO,NAO
2011-07-01,Cruzeiro,ASA,Empréstimo,74766,NAO,NAO
2011-06-30,Boa Esporte,Cruzeiro,Fim do empréstimo,74766,NAO,NAO
2011-05-01,Cruzeiro,Boa Esporte,Empréstimo,74766,NAO,NAO
2011-04-30,Mirassol,Cruzeiro,Fim do empréstimo,74766,NAO,NAO
2011-01-01,Cruzeiro,Mirassol,Empréstimo,74766,NAO,NAO
2010-12-31,Vegalta Sendai,Cruzeiro,Fim do empréstimo,74766,NAO,NAO
2010-02-01,Cruzeiro,Vegalta Sendai,Empréstimo,74766,NAO,NAO
2009-12-31,SD Huesca,Cruzeiro,Fim do empréstimo,74766,NAO,NAO
2009-08-01,Cruzeiro,SD Huesca,Empréstimo,74766,NAO,NAO
2009-06-30,Bahia,Cruzeiro,Fim do empréstimo,74766,NAO,NAO
2009-01-01,Cruzeiro,Bahia,Empréstimo,74766,NAO,NAO
2008-05-01,Corinthians,Cruzeiro,450 mil €,74766,NAO,NAO
2007-11-30,CRB,Corinthians,Fim do empréstimo,74766,NAO,NAO
2007-05-01,Corinthians,CRB,Empréstimo,74766,NAO,NAO
2005-01-01,Alagoano B,Corinthians,-,74766,NAO,NAO
2017-01-01,TuS Ennepetal,Cascavel CR,custo zero,463179,SIM,NAO
2016-07-01,Cascavel CR,TuS Ennepetal,custo zero,463179,SIM,NAO
2019-04-01,Central,Fim de carreira,-,29659,SIM,SIM
2018-12-13,Sem clube,Central,-,29659,SIM,SIM
2018-04-10,Joinville,Sem clube,-,29659,SIM,SIM
2017-01-01,Tupi FC,Joinville,?,29659,SIM,SIM
2016-06-30,São Bento,Tupi FC,custo zero,29659,SIM,SIM
2016-05-01,Portuguesa,São Bento,custo zero,29659,SIM,SIM
2015-05-08,São Bento,Portuguesa,custo zero,29659,SIM,SIM
2015-01-01,Académico FC,São Bento,?,29659,SIM,SIM
2014-08-13,Linense-SP,Académico FC,?,29659,SIM,SIM
2014-01-01,Sport,Linense-SP,custo zero,29659,SIM,SIM
2012-07-01,Atlético-PR,Sport,custo zero,29659,SIM,SIM
2012-01-01,Vitória SC,Atlético-PR,custo zero,29659,SIM,SIM
2011-01-01,São Paulo,Vitória SC,custo zero,29659,SIM,SIM
2010-12-01,Guarani,São Paulo,Fim do empréstimo,29659,SIM,SIM
2010-04-01,São Paulo,Guarani,Empréstimo,29659,SIM,SIM
2009-12-01,Atlético-MG,São Paulo,Fim do empréstimo,29659,SIM,SIM
2009-01-01,São Paulo,Atlético-MG,Empréstimo,29659,SIM,SIM
2008-12-01,Vitória,São Paulo,Fim do empréstimo,29659,SIM,SIM
2008-04-01,São Paulo,Vitória,Empréstimo,29659,SIM,SIM
2008-03-01,Al-Ittihad Club,São Paulo,Fim do empréstimo,29659,SIM,SIM
2007-08-01,São Paulo,Al-Ittihad Club,Empréstimo,29659,SIM,SIM
2007-06-30,Cruzeiro,São Paulo,Fim do empréstimo,29659,SIM,SIM
2007-01-01,São Paulo,Cruzeiro,Empréstimo,29659,SIM,SIM
2006-12-01,Juventude,São Paulo,Fim do empréstimo,29659,SIM,SIM
2006-03-01,São Paulo,Juventude,Empréstimo,29659,SIM,SIM
2003-01-01,São Paulo U17,São Paulo,-,29659,SIM,SIM
2022-12-31,Daejeon Hana C.,Fortaleza,Fim do empréstimo,404321,NAO,NAO
2022-07-19,Fortaleza,Daejeon Hana C.,Valor de empréstimo:200 mil €,404321,NAO,NAO
2022-02-09,Athletico-PR,Fortaleza,"1,00 mi. €",404321,NAO,NAO
2020-09-25,Cruzeiro,Athletico-PR,750 mil €,404321,NAO,NAO
2020-09-24,Atlético-GO,Cruzeiro,Fim do empréstimo,404321,NAO,NAO
2020-01-24,Cruzeiro,Atlético-GO,Empréstimo,404321,NAO,NAO
2019-12-31,Chapecoense,Cruzeiro,Fim do empréstimo,404321,NAO,NAO
2019-05-16,Cruzeiro,Chapecoense,Empréstimo,404321,NAO,NAO
2019-05-15,Ponte Preta,Cruzeiro,Fim do empréstimo,404321,NAO,NAO
2019-03-28,Cruzeiro,Ponte Preta,Empréstimo,404321,NAO,NAO
2018-11-30,Atlético-GO,Cruzeiro,Fim do empréstimo,404321,NAO,NAO
2018-04-12,Cruzeiro,Atlético-GO,Empréstimo,404321,NAO,NAO
2018-04-07,Vasco da Gama,Cruzeiro,?,404321,NAO,NAO
2018-04-06,Tupi FC,Vasco da Gama,Fim do empréstimo,404321,NAO,NAO
2017-12-04,Vasco da Gama,Tupi FC,Empréstimo,404321,NAO,NAO
2017-12-01,Ferroviária-SP,Vasco da Gama,Fim do empréstimo,404321,NAO,NAO
2017-06-01,Vasco da Gama,Ferroviária-SP,Empréstimo,404321,NAO,NAO
2017-05-08,Villa Nova-MG,Vasco da Gama,Fim do empréstimo,404321,NAO,NAO
2017-01-06,Vasco da Gama,Villa Nova-MG,Empréstimo,404321,NAO,NAO
2016-11-30,Portuguesa,Vasco da Gama,Fim do empréstimo,404321,NAO,NAO
2016-06-06,Vasco da Gama,Portuguesa,Empréstimo,404321,NAO,NAO
2016-06-01,Oeste FC-SP,Vasco da Gama,Fim do empréstimo,404321,NAO,NAO
2016-02-29,Vasco da Gama,Oeste FC-SP,Empréstimo,404321,NAO,NAO
2014-03-03,Desportivo U20,Vasco U17,?,404321,NAO,NAO
2013-12-31,Vasco U17,Desportivo U20,Fim do empréstimo,404321,NAO,NAO
2013-01-01,Desportivo U20,Vasco U17,Empréstimo,404321,NAO,NAO
2021-07-01,Marítimo,Al-Raed,custo zero,154990,NAO,NAO
2019-01-10,Paraná,Marítimo,?,154990,NAO,NAO
2018-07-24,Atlético-GO,Paraná,custo zero,154990,NAO,NAO
2018-01-10,Vitória,Atlético-GO,custo zero,154990,NAO,NAO
2017-01-30,Dinamo Tbilisi,Vitória,custo zero,154990,NAO,NAO
2015-01-25,FC Zestafoni,Dinamo Tbilisi,custo zero,154990,NAO,NAO
2013-08-01,Grêmio B,FC Zestafoni,custo zero,154990,NAO,NAO
2012-12-01,Kawasaki Front.,Grêmio B,Fim do empréstimo,154990,NAO,NAO
2012-01-01,Grêmio B,Kawasaki Front.,Empréstimo,154990,NAO,NAO
2011-04-01,EC Bahia B,Grêmio B,?,154990,NAO,NAO
2022-08-01,Valadares Gaia,Serra Macaense,custo zero,743990,NAO,NAO
2021-08-01,Serra Macaense,Valadares Gaia,custo zero,743990,NAO,NAO
2021-07-14,Americano,Serra Macaense,Fim do empréstimo,743990,NAO,NAO
2021-04-23,Serra Macaense,Americano,Empréstimo,743990,NAO,NAO
2021-02-23,Jaraguá,Serra Macaense,Fim do empréstimo,743990,NAO,NAO
2021-01-11,Serra Macaense,Jaraguá,Empréstimo,743990,NAO,NAO
2020-09-11,Bangu,Serra Macaense,Fim do empréstimo,743990,NAO,NAO
2019-12-13,Serra Macaense,Bangu,Empréstimo,743990,NAO,NAO
2022-01-13,Rolândia EC,Olímpia-SP,custo zero,644775,NAO,NAO
2021-09-29,Sem clube,Rolândia EC,-,644775,NAO,NAO
2021-05-26,Taubaté-SP,Sem clube,-,644775,NAO,NAO
2021-02-19,Luverdense,Taubaté-SP,custo zero,644775,NAO,NAO
2020-01-17,EC Água Santa,Luverdense,custo zero,644775,NAO,NAO
2019-06-07,Santo André,EC Água Santa,?,644775,NAO,NAO
